hg_stock_id,video_id
HGFA4C3EF4D4E27E42D5B31572015E65C1C2,DeiGEAOwN0U
HGFA2F6F7049627949E585AFB3F3785525D5,Q110JYY5DXc
HGFA9F4D33E3660943DFA29940F493E2D77E,FVEQBwTBh68
HGFA48026749ECFE4E06AC274F050DE11FCE,RClcAqI5BnA
HGFA694CCF06BA5B4B86923625204044B0C1,BuPcawEcwuA
HGFA5A7E0E8994CF4CCD8689A3775F966121,7YYpeToWNTE
HGFA4BF9DD1BDE71435782724047230BE703,M618wtmjH-s
HGFA436FE36DA97849BDB646C3927B9AAFB0,9vsDXZxR1xo
HGFA436FE36DA97849BDB646C3927B9AAFB0,Lue57bAbQpc
HGFA5EFE67A464B84CB299F9761B52D5B208,CuWB6RMFLc0
HGFA520682EFDA4C4A5287C12BAF6B1E8264,7Gwfe1ZQmNw
HGFAB0DE9A9A30944C54963C96583EFB65DE,PoM_CIkNZ2g
HGFA520682EFDA4C4A5287C12BAF6B1E8264,IW4J5CPLiVo
HGFAD5578CCD516F47F29CFDCF26363878D8,QY6I7HB0WL0
HGFA2F6F7049627949E585AFB3F3785525D5,FQUlXjv97Yc
HGFAD26D1FECC69744859B7577419BC70D05,NbFC5CiOLcw
HGFA60CA3987EBF84325888B7B012AF09301,J-qTsiyJVHY
HGFAE872E38B65614C09B6646E63D2A252D8,1PYKoA6RTvc
HGFA65795A3F5D0B4CBA9CEB58A59CABF611,EbMz3ChMFcE
HGFA156A3391316044FA803F3CFF31B46062,2fovaPQmk4A
HGFAE98D194BF7EF4F918ADA59DC79A1C76D,7sjlclsWDg0
HGFAC12D4BB8BF41459A8CA15457DE946598,ODOvjqrZQMs
HGFAD69445B1D3B74B379CC27B72D5B10663,IDRZQDWS4AM
HGFA956EBF468F5F4219B512CAC3DD76B0CF,DpJ0eLpVslg
HGFAB4B90A581448491AB9387212CD1E8B0B,4kVmFsIylCE
HGFA156A3391316044FA803F3CFF31B46062,QurTwl2SX-o
HGFA7F8F3B784A65404DAA08E077149B74DE,Q7pJ8M6LHyo
HGFA99530A045AF94A0099080C7275662305,9MUHvdpuOAg
HGFAFE365EC59BD24F1BA30A2A59CDA7B3E6,2kCRPCy1Os8
HGFAEFD0C90219714783A1F2E51AD7CAFD97,QsnvPmudT2A
HGFA1E6EACD4DB914CC19A4C2B705571BCC6,U7UDsHvRfEQ
HGFA55E5FEEDD69A4BFF85771903302266EE,S7FmQ0vTre0
HGFAA057D4B8EA0D4DAD9097BC3E9AF3D3F1,0hoWhu3ORZo
HGFAA7A3D7CAD41E4BFE9C246CB559DBD453,7fSpulV_0Y0
HGFAC12D4BB8BF41459A8CA15457DE946598,10QzkBRy0uI
HGFA436FE36DA97849BDB646C3927B9AAFB0,VL4E4yz38z0
HGFAD3BD2F4A686246D7A4D4B30C9B9455D9,V0es064nPHA
HGFA47AFA631B603445CB96DA3FE66FEF6AF,QmaNQahOE7w
HGFAC7E5EBDCE859486683B03F6395E8501F,EynzkgQOY6s
HGFA5A7E0E8994CF4CCD8689A3775F966121,9kpUnTL5ecw
HGFAA7A3D7CAD41E4BFE9C246CB559DBD453,04ji0HGB2Rs
HGFA2AF984BB27F64857B313E1E783D6E9BE,NS0rjLjPCC0
HGFA2257B0CA24F3409E854AF032E13238BB,J24ga44U2bg
HGFA956EBF468F5F4219B512CAC3DD76B0CF,AyFSWECwgN8
HGFA156A3391316044FA803F3CFF31B46062,-q3IpYI2wGI
HGFA8445BE3D281645E7AF06756410C12005,K9-DUoD3duw
HGFA8E8A8A24E26D49D8971D5545728E32E5,01SGS2_aZ9w
HGFAC7ABF0EDE81048B5B1CFB020D2DCB831,IeFNMaWscug
HGFA6E9CE16C6240437CB1284B134F0C6173,7fxm1L-rZno
HGFA37CA64B927EA487EBBCA18CEB66B7E3B,3UJK6tvi7K8
HGFA06D280B09BAB45F6BF810AA72DA0C436,1PYKoA6RTvc
HGFAFA88B05223634D6597348B5AC64826DB,MqhfM-U3SyM
HGFA09550E89440A42C28580C9BE074EDB43,36Y0K9mUUJE
HGFA4A952CDB3D804C43808460D2DC81E976,NQZ6wxAs6LA
HGFA1EC61088C1DA4147AF153FA9C8F5B593,Mbxj3-iM47k
HGFAFDF4BFC36AF94241BF084CFFEDB6921E,KdJoBs7TC1M
HGFAA82B23C68A264703A9BF988DD00285B7,4XTkC4H_174
HGFAFE365EC59BD24F1BA30A2A59CDA7B3E6,2rxBmoDvkEY
HGFA899151114BD3411CA96160EC2088346D,DIcPmqIo0R8
HGFAFE365EC59BD24F1BA30A2A59CDA7B3E6,6A3PIzyk7kE
HGFAAB0C469B0EE24E438261E23CA6EF52D6,7y-NrUdFIec
HGFA89D13029CD6244DAAF10634E09A9D226,VejzGzwwcoE
HGFAEF9BC48ADF1A4EA597D79E0A2818C738,9Uko2OpXCS8
HGFAEE2BC22C5F4C4018A3AFBB82B584EE44,52nbFVibYKk
HGFA3C3E1C08045B4A72A6B28A4749A78A53,745WlmJttIc
HGFA9CFEF8A442CA49C4BCB07CFC511A692D,9-RQtt5Ou6o
HGFA0929BB2F7901488DA20FC60F0EF90208,1NY8KdMyeNM
HGFAFBFE82EFB0C146BEB860A978018A5AEA,-_UelSJjbXM
HGFA39DAF9DC2BE24A09963CC1054E1B04F8,874cENperLg
HGFA4AE2316C51144FF68B4CC4CC47CFA498,GhOcJpRLo9M
HGFADD99D9A6EDC6482C85682A96B8EEE9AE,BNpThiAG2Ss
HGFAF86B892A636E4C9AB94ADBF0D6768BB0,Dt_H0t8NtBQ
HGFA6A224846BE8C42638D20767AC7EAF74F,-cR9gYlmQxY
HGFA7AE949E474D74451BFCB09D688FC72F2,4EBRNDMzRXI
HGFA10D756CA2A3142768C4A5516CB4059A5,JTbF8FFR4tE
HGFA39DAF9DC2BE24A09963CC1054E1B04F8,CDnUiT9PNWc
HGFA834EDE107F104C868D18945752CBA0F1,RiliLDgG1As
HGFA0CB26771AB154A089E2B69285FE72818,2ca2hGzcX-Y
HGFA58932211521745B189FF41DA99F13FF3,SndJ8qh6KVI
HGFA66D3DACB915B4F0FBA7563523ADB9E36,NVeikH5xDdM
HGFA6F9A2FB211044F8285831A73AC763750,UYsNETYoI7c
HGFAD91DA0432E6340EDB1A11C98BB10C976,0oLVCFmlyOc
HGFA7611899ACC074213BA3E5DEEB138B162,4EsDOlBQ4H8
HGFADCD5493CDF2A4980AA4F1FF5B7F08EAC,2bUwopsqEq4
HGFAC7ABF0EDE81048B5B1CFB020D2DCB831,NmzMfh4W3Go
HGFAB2EC5BFEE5ED4D3D82BC93D2D40C24C6,38B042Iw-JQ
HGFA9E62D452CE9147DBA30F92AFD7B588A8,TthWC5HNrMk
HGFA89D13029CD6244DAAF10634E09A9D226,R8tECNqVl5w
HGFACECB984131144C7FBBD7F427961C73D6,NHdkKUV0k4k
HGFA65964E4EDDC844E5A646685E9F0EB993,TR9yiqz3c2k
HGFAAAA7940966F04B50827B55CB6B0AB96B,PxWxgQytCE8
HGFA65964E4EDDC844E5A646685E9F0EB993,Kp758C4D0tg
HGFADD336D43B32E4373824749574EAC13AF,2BWMAoUFfg4
HGFA3F21663CB7274887B8E175B6B090DB0B,VQkHriyebNk
HGFAAE38412F1F9E4390AB2887A946D0B699,RodiW4UXWPU
HGFAB72E99ACB38B48C88C9589B5ECF966C3,U1_p3dJ3EcE
HGFAD84FB8D38140471D99F358143559808F,6gCZVC-ObuQ
HGFA71BDBA3742F844E9B8917055F6636E8E,IsdTmWvRN6Q
HGFAE091BBC7C182490683D3A60541FFAEC5,WPQAhKL4ikQ
HGFA520682EFDA4C4A5287C12BAF6B1E8264,N6zwNreqyno
HGFA0A7A4FC403AD4AD4AB3E640F630E6CFC,SJKyk8Ta3Fs
HGFAD7A75CC9950A4D6F9AE5520450C2077A,MqhfM-U3SyM
HGFA99530A045AF94A0099080C7275662305,72VBgBT40cg
HGFAA6423FF6F6F649549F8C94E95AEE5591,4tDbbs9EuDo
HGFA5C13F7A2EE094DA8ABBD5A4FAB2F1EF3,RKa9lpl3Gjw
HGFA67104C533F4044C59135959D8F8A752E,Ce0ihh9f1Mg
HGFA1335E24315B8415C90ED506103E3A5D4,-4WX474iYGU
HGFA2F6F7049627949E585AFB3F3785525D5,1o3FrIsdIsQ
HGFA0D736AF6BC0A498B8797F9816B932BD5,KxWRLcgLvMQ
HGFA39DAF9DC2BE24A09963CC1054E1B04F8,Q4bn3JYo24s
HGFAA6EDC1B7A6654C479EE219816BA26B03,3xJ1dxznPOU
HGFA7611899ACC074213BA3E5DEEB138B162,-z7kFA09Ap0
HGFA938B69D345164E2780070994BD26733B,5m-_rbvYvWY
HGFA2A4E1A6C799F447182A60953A638393C,RYQYdXmgpEU
HGFACD8228C64CB24BBA817DBFF660DB3E07,Eo5smh6Jp90
HGFA301DBA70EB604056A161DC7619598F58,7vnkZJrsDDc
HGFAC2DD8D5B9E5A4A1EBEFE80637790F4AB,7Mrnmha-TDY
HGFA52E5D1630AC44594828389B56323CCFE,MG6bzkmh3_Q
HGFA2AC8D6BF77274E77A3B624E2497B3783,UGx59kN9COk
HGFA89D13029CD6244DAAF10634E09A9D226,EZHMG8pzusU
HGFA0A4608BE344045D08A281655F6369A94,4HO67SpQZ9s
HGFA2F6F7049627949E585AFB3F3785525D5,3vNe3L_dRoc
HGFA06D280B09BAB45F6BF810AA72DA0C436,Jnrj2Hccg0A
HGFA4C3EF4D4E27E42D5B31572015E65C1C2,1c6Q5Cw7790
HGFA09550E89440A42C28580C9BE074EDB43,PcottmUlXUc
HGFA9CFEF8A442CA49C4BCB07CFC511A692D,7qv01qtUjIs
HGFA6225DBA536E74B4B9858726D9C366B2A,WKc4svsxXBo
HGFAD65BD0CEE50A4E288CCF585731FF3E89,HJYMcGQaP84
HGFA37CA64B927EA487EBBCA18CEB66B7E3B,0cq3Ehe_JVI
HGFAD69445B1D3B74B379CC27B72D5B10663,AHGSnkyM36Y
HGFAD5578CCD516F47F29CFDCF26363878D8,QwmSvgD6XOY
HGFAA82B23C68A264703A9BF988DD00285B7,7eq1AKJcxXA
HGFA881395E9CE194D2E89E61FEC38DC3422,J_GyqvZHrX4
HGFA5581E6782E3E41BA8EF066F8510F923D,UDiAq6RtIy8
HGFABA0593B3FFE84AF6AB8E022595EC8DF6,EWORnoPcXUE
HGFAA9890C077B5843B6837104622DF78470,Ph02MTlOkMQ
HGFA5EBB496A835349E69BC608BB8ED5ED31,HqQ-4OSronE
HGFA10943CF8F68E4E2A8B41782AB784CF22,UGx59kN9COk
HGFA99530A045AF94A0099080C7275662305,-AzcofpBLbc
HGFAC07F488932A14A548E5DF059C51B5C91,I3mXJqb0X6s
HGFA65FCD0007CA94F7387C01CFC613342C4,GsqqK7oNYXQ
HGFA8F9404C5F8C24181B8F9B01D413DFA0E,Ijwes1y4bm8
HGFA35059C4A13C5439F9742A0E65B275ACF,-wW6lx_4q3w
HGFA436FE36DA97849BDB646C3927B9AAFB0,SDszjmWamjo
HGFA956EBF468F5F4219B512CAC3DD76B0CF,17kkuPnr0Yo
HGFAC7E5EBDCE859486683B03F6395E8501F,4tNFoIjy_qQ
HGFAAE38412F1F9E4390AB2887A946D0B699,0FDp-PDCQ-I
HGFAFE365EC59BD24F1BA30A2A59CDA7B3E6,BuPcawEcwuA
HGFADCD5493CDF2A4980AA4F1FF5B7F08EAC,5Pj80dvDfiw
HGFA389A8A7471684B81B5F479AFA1CC1846,JgoVAs7vouA
HGFA5EBB496A835349E69BC608BB8ED5ED31,BaGuHeVo3yA
HGFA34ED9AD19F6244F38E85026A11E27445,8inzB3lgBBc
HGFA2E7F0B6B20C84DFFAC50C94BCD150B84,8_M-aSU_z9w
HGFA2F6F7049627949E585AFB3F3785525D5,GFGsT8BCKJE
HGFA938B69D345164E2780070994BD26733B,CwySjc0OElg
HGFAD558C30F35684B4695D505D505CE149F,NisHoR7c6Rs
HGFAE872E38B65614C09B6646E63D2A252D8,C8Z9T998OX4
HGFAFDF4BFC36AF94241BF084CFFEDB6921E,5ldmhuTAOXI
HGFAB72E99ACB38B48C88C9589B5ECF966C3,3dzhfa7o3T4
HGFAF86B892A636E4C9AB94ADBF0D6768BB0,PxWxgQytCE8
HGFA4A952CDB3D804C43808460D2DC81E976,M-yE8mvGdCE
HGFA66986ACC1FC84257B91CFD7BC002A3D7,EhI7ePKbblY
HGFA34ED9AD19F6244F38E85026A11E27445,7ioFzUaasqY
HGFA4A952CDB3D804C43808460D2DC81E976,SGuGeoIk2WM
HGFA37CA64B927EA487EBBCA18CEB66B7E3B,CcHqdcgjKaQ
HGFA80AEABC4D1B6485B8E67B6D76F8AE2E4,UBHG_dtYd6Y
HGFA5C13F7A2EE094DA8ABBD5A4FAB2F1EF3,EoDHG-6EIQU
HGFA5C13F7A2EE094DA8ABBD5A4FAB2F1EF3,DlgCg7B38GI
HGFABDC1B2AA6BAF4BDE92A16C0287594BBE,Ik_SkMXQWqU
HGFACDD1107D604141E7AD693F3113C184BE,Fu-DBEuo2dk
HGFACA9F16FC1BE245C787A2EE343D019F79,DZL5OMzFjEA
HGFA3E8A98848BCF46F4B044B40EC3D357C3,V9OuJO8A7QA
HGFA4A5A7D1679E4440E9DAABDCF148727B3,0wMzQJ1xjOg
HGFA37CA64B927EA487EBBCA18CEB66B7E3B,EphAh4vP2aA
HGFA956EBF468F5F4219B512CAC3DD76B0CF,525QbnYTQC4
HGFABA0A5ADA016A4E20ADD290ECCB8B923B,AnT7VOkmYYM
HGFAE872E38B65614C09B6646E63D2A252D8,O0gZVUCKhak
HGFA992310E8941B4DED96B23108AB8350A9,80tFtHU36HE
HGFA2E3485CD2967463382438E48B9B8B9A6,Kp6axGUEG2Y
HGFABA0A5ADA016A4E20ADD290ECCB8B923B,5y14X0r6djQ
HGFA34ED9AD19F6244F38E85026A11E27445,-W559XZ5IoM
HGFA5EBB496A835349E69BC608BB8ED5ED31,M7Wdi-HPTPI
HGFAA996182B11FC416693535E8CBDAFB591,OAf4T1N9m14
HGFA436FE36DA97849BDB646C3927B9AAFB0,M87VFbvhBL4
HGFA3F68707B3EAC4DA88A103BE5E10D459D,5zNicbUjnhs
HGFAB3578438E70E47CF9A0BDF2885FFA61F,7fxm1L-rZno
HGFA694CCF06BA5B4B86923625204044B0C1,-l16g7iEocU
HGFAB1DB20893FB74D898D7819C5C350AD65,2cctQhMZNwk
HGFAF86B892A636E4C9AB94ADBF0D6768BB0,85OewaTVLJ0
HGFAD91DA0432E6340EDB1A11C98BB10C976,5rH9jIIO63U
HGFA83ACDC017E7546439C6C5BED6CEC376A,ASao81ZHuts
HGFA4AE2316C51144FF68B4CC4CC47CFA498,B-pKG30Iaoc
HGFA84355867F7E74256AF1503E238729656,0-yvgF_-p30
HGFAB2AD18F619FA429C9F5FEBE9AB635D74,PA3vKu4hfxE
HGFAFE365EC59BD24F1BA30A2A59CDA7B3E6,Hn3WzvaMX_4
HGFA9E62D452CE9147DBA30F92AFD7B588A8,Cgm_U7MbC6I
HGFADD99D9A6EDC6482C85682A96B8EEE9AE,KP24bfXtNIA
HGFA2AC8D6BF77274E77A3B624E2497B3783,GiTQ11nn3KY
HGFAFFEC0D65997E4E7FB00A824DEAEC5A4D,9JT6OkUSPLM
HGFA436FE36DA97849BDB646C3927B9AAFB0,6NCNwUrDDMU
HGFA65964E4EDDC844E5A646685E9F0EB993,1eaECXC9wEQ
HGFAD91EDAD8DB334FB2B7490878FF783EDC,EjglBX6zDZs
HGFA42D51285644C4CF289FAD27EF7CB2626,NOZ8QFlJqaE
HGFA3E4570EACA3149E2ADC51D14DE19368A,MNFcDxKlkJQ
HGFA694CCF06BA5B4B86923625204044B0C1,A7Sy9hYoO0Q
HGFA6330119E695443169B1D5F3F27FAE3CA,IFdbPuj99lc
HGFA872950F157AD42C4920E8F376C072D8A,MEDGIFjUKPs
HGFA691848CB3DDC44269E07C146B4ABDBB9,GCJt7wgDVf8
HGFAE70D262AFEE1438DA28756F26551D01D,CKfIaCkxaV8
HGFAE872E38B65614C09B6646E63D2A252D8,QtShyc-GLZ8
HGFA938B69D345164E2780070994BD26733B,Qn2sVkMz5M4
HGFA694CCF06BA5B4B86923625204044B0C1,CDKzzpQOf20
HGFA4C3EF4D4E27E42D5B31572015E65C1C2,624wFccNh4U
HGFA4BF9DD1BDE71435782724047230BE703,Ph02MTlOkMQ
HGFAC72580228D17449F9F679879C6403900,AuulATUrORg
HGFAFE365EC59BD24F1BA30A2A59CDA7B3E6,Lvk6nr95SlE
HGFA8D07AD827CCB4DE38198640E582B7664,N1GfK8U0foI
HGFA6225DBA536E74B4B9858726D9C366B2A,Mf_PWK9PSj4
HGFADDA53053C39E49DDA811458D86009F40,NSEp5L4nISE
HGFA47FA11A3A2904249B2E03FE5A53EEAB8,C2L7SCqmvoY
HGFA30938C03D96048C588B894B22039A4F0,TQUdCzYvqxA
HGFA34ED9AD19F6244F38E85026A11E27445,5v48myQRkrk
HGFA9CFEF8A442CA49C4BCB07CFC511A692D,39BLjsgsQCo
HGFAA7A3D7CAD41E4BFE9C246CB559DBD453,9FlDcfO6P7w
HGFA156A3391316044FA803F3CFF31B46062,3C9YkkYdyb8
HGFAFBF4D1D1C78E440298A9AF398D27041F,V8O1rszjzJo
HGFA956EBF468F5F4219B512CAC3DD76B0CF,K-pvYnriAB4
HGFA42D51285644C4CF289FAD27EF7CB2626,D6-acyWCHIo
HGFAB8CF96010768470092094C58996E6062,SndJ8qh6KVI
HGFA5B4EDE07E42042E2AE2EA5FEA68EC60B,4kVmFsIylCE
HGFA9CFEF8A442CA49C4BCB07CFC511A692D,BNpThiAG2Ss
HGFA93CF2BABF6434FF29A71B0085B6E8230,2UvKOremRdc
HGFA9DC8D67B817045F0B81AE7B9593552E3,JwS1rJRvdWU
HGFA6E5276E57F10447F925A452F1C8612D9,9Y6G7NEJOVA
HGFA3258691994BD4DECB36023DC64C31DB6,DBzz-u6M8XM
HGFAFE365EC59BD24F1BA30A2A59CDA7B3E6,MV3Sw_v1crA
HGFA436FE36DA97849BDB646C3927B9AAFB0,TPAGeGDIK7E
HGFAB621CA7F6AF34BD7B1DBEC245AC8922F,BkZKC37A_gE
HGFA881395E9CE194D2E89E61FEC38DC3422,Ngdr_iOn0Hg
HGFA89D13029CD6244DAAF10634E09A9D226,8q5tHRxjzj8
HGFA476CDA8C566C4E4684F1B6983148BEB7,HucabMtMBbs
HGFA42FDDBA127174B15B3304F86D5157125,59TO0kC0b1A
HGFA4FC6827890244EAF9CFDB8306065F7FA,1bS7Abu-u6k
HGFA34ED9AD19F6244F38E85026A11E27445,HnijLBofESs
HGFAC52329C9C2484A81BE35CD4F33DA55E0,9wsu6fw1hxE
HGFA99530A045AF94A0099080C7275662305,Lyn9u7poHdA
HGFA37CA64B927EA487EBBCA18CEB66B7E3B,UPB63LHcJe8
HGFAA0DADD6534C14EE69D8BEC91D5FF790E,ECWHxNUh6OU
HGFAE872E38B65614C09B6646E63D2A252D8,TirbHXrXgYg
HGFA8C31207C272E4F209F7C19CDF9502801,OJ_kEEAwI-Y
HGFAFDF4BFC36AF94241BF084CFFEDB6921E,5ICAKEM73CQ
HGFA6E59E749C5094FE3B71D082AA39E24EA,M-yE8mvGdCE
HGFA84355867F7E74256AF1503E238729656,7wH-_Vlgm6s
HGFA35059C4A13C5439F9742A0E65B275ACF,80tFtHU36HE
HGFAA6423FF6F6F649549F8C94E95AEE5591,EisxcDGzUOM
HGFA5C13F7A2EE094DA8ABBD5A4FAB2F1EF3,RD4RCKV67vk
HGFA60CA3987EBF84325888B7B012AF09301,Vwlrb-gSXyo
HGFAC710EB308D9A4452869C490A9D0C773F,9odmvZzsYhk
HGFAE98D194BF7EF4F918ADA59DC79A1C76D,FV0b9NJf9c0
HGFA694CCF06BA5B4B86923625204044B0C1,JYVD6iXwaMI
HGFA8EC8158E50E744D4984230005E604C3A,UYNeotlYYX8
HGFAC52329C9C2484A81BE35CD4F33DA55E0,539vBFEJJww
HGFA520682EFDA4C4A5287C12BAF6B1E8264,7X7qH1NRtCU
HGFA3922D113E1364B348F9CCAF86B581601,49Ttit6_xSU
HGFA40F6E7D8DDDB4A4AB84028F8D5B404AB,D4vQYczSfKk
HGFA09D054C87D7B4435BBC392EC7AF6DB37,JSdXVMBvsMM
HGFA28C208E9FB6A4FE682F8A814FE0FD8F0,BCaBgmR07hs
HGFAE98D194BF7EF4F918ADA59DC79A1C76D,7vc1qVOhJN8
HGFADC11FEB225EB4F3BA3F7744403F3CDBE,0Nv4vqIFexo
HGFA1E6EACD4DB914CC19A4C2B705571BCC6,4Y33_pbpz2g
HGFAC12D4BB8BF41459A8CA15457DE946598,A8TfKaAo-Ko
HGFA5A7E0E8994CF4CCD8689A3775F966121,44fW4gAZ_dY
HGFAB0DE9A9A30944C54963C96583EFB65DE,M_Sb9wmhpjQ
HGFA2F6F7049627949E585AFB3F3785525D5,OtqoxgWiYuM
HGFA52133E24ADBE4426B6D346714348AB91,RQG1YJ3GRL8
HGFA44BD3D7936B54AAEA21968189FEA6792,A8zdAe3N60s
HGFA5B56C55E553842FDBBF62DE29F6A7D01,N56TVTkTF5U
HGFA28C208E9FB6A4FE682F8A814FE0FD8F0,PWGrP42_7LY
HGFA0D6CCC268CD346CA8383CF3DED5C8EC4,DIcPmqIo0R8
HGFAF0893665A11243459EF57EE7550C9CF7,C84vaAo7q8E
HGFA156A3391316044FA803F3CFF31B46062,2Zl3BNV2T1I
HGFA0CAAD168BA854432B10087BFDE7D00BF,Aj3Nbl12SGs
HGFA89D13029CD6244DAAF10634E09A9D226,WF7s4fljEo0
HGFA42D51285644C4CF289FAD27EF7CB2626,QtShyc-GLZ8
HGFA7E681D5BC4A84393BCD41FC2A0D3F9FC,RoUsDafrSz4
HGFADCE65AA3F709433691C8913F9703333D,BXT3CxQwwWQ
HGFA8D07AD827CCB4DE38198640E582B7664,EisxcDGzUOM
HGFA93CF2BABF6434FF29A71B0085B6E8230,LM10FwJq0LU
HGFAB0DE9A9A30944C54963C96583EFB65DE,N4ABRdFUdYk
HGFA2A4E1A6C799F447182A60953A638393C,5y14X0r6djQ
HGFA5391E49C16334A0C8461B40B2B533C81,K89C1gnZ_H0
HGFA2F6F7049627949E585AFB3F3785525D5,6A3PIzyk7kE
HGFACECB984131144C7FBBD7F427961C73D6,1PYKoA6RTvc
HGFA3922D113E1364B348F9CCAF86B581601,6agJ3YSSGYU
HGFA3E4570EACA3149E2ADC51D14DE19368A,O2DCw7TcsCA
HGFA436FE36DA97849BDB646C3927B9AAFB0,3Uonqv68PQU
HGFAB2AD18F619FA429C9F5FEBE9AB635D74,-FU1TojNFiE
HGFA6E5276E57F10447F925A452F1C8612D9,Hn5P4Qp2S94
HGFA9E62D452CE9147DBA30F92AFD7B588A8,9-RQtt5Ou6o
HGFAAAA7940966F04B50827B55CB6B0AB96B,JKYTRD6hKVI
HGFAD69445B1D3B74B379CC27B72D5B10663,DsuUo8k1RhE
HGFA19706D150D964363AF1C74ABBED90BC6,8fHBUCIpHJM
HGFA2AF984BB27F64857B313E1E783D6E9BE,2a4LffER4V8
HGFAA0DADD6534C14EE69D8BEC91D5FF790E,4mbah-WGtX0
HGFAFE365EC59BD24F1BA30A2A59CDA7B3E6,3vNe3L_dRoc
HGFAD3BD2F4A686246D7A4D4B30C9B9455D9,0AuNfgbJZ94
HGFA7779E3B19DE34C97A667202BE60E0E69,Jx5cPAyGHM8
HGFA7CDA01EA2E524CAD8CF8501D84FF1ABC,EeYNnJEa7Hw
HGFA34F0B8A6128E4497BF4CF9229B5F90D2,5nKiVwqgO38
HGFA9A66F4E9B202443898624A9C1835A537,PnHeg_h5qww
HGFAD83FB0AD9A2247438ECD7BB3010B7F66,T9SYwdqFHxs
HGFABB9FBE2691784C3C914A1E0F795120D5,FhKKtlHtb4A
HGFA3258691994BD4DECB36023DC64C31DB6,Es21gFKNPkc
HGFAF86B892A636E4C9AB94ADBF0D6768BB0,CwySjc0OElg
HGFA3922D113E1364B348F9CCAF86B581601,UDGd7FmVsG8
HGFAFDF4BFC36AF94241BF084CFFEDB6921E,0g-yKAo3jVU
HGFAA6EDC1B7A6654C479EE219816BA26B03,VGVIFFRtGNM
HGFA99530A045AF94A0099080C7275662305,CjokFvPSWAA
HGFA881395E9CE194D2E89E61FEC38DC3422,PKio-vUsmvM
HGFA34F0B8A6128E4497BF4CF9229B5F90D2,7ul4VIpzTyE
HGFA89D13029CD6244DAAF10634E09A9D226,33Xh-p5wbFY
HGFA9E62D452CE9147DBA30F92AFD7B588A8,MlE4a5J_w0o
HGFA3E8A98848BCF46F4B044B40EC3D357C3,WBwr-4JnLIw
HGFA02D4E789BB984D44821795DCFD774C7B,HPk1Kqe-sZE
HGFAC12D4BB8BF41459A8CA15457DE946598,CeaHnOCeD5c
HGFAFBFE82EFB0C146BEB860A978018A5AEA,ABL9-zJXCgU
HGFA890FFFA4F83A4F1F8E04C50587734655,GsFmvyWEN6M
HGFA65FCD0007CA94F7387C01CFC613342C4,IfXC-aBH2Vc
HGFA2F473D95549F46A8ADCED87590C06AE1,GVtphaiLuiw
HGFA74696D0A3EBE4583A9E2D0C970C94636,MNFcDxKlkJQ
HGFA4AE2316C51144FF68B4CC4CC47CFA498,38mvrOms4Xc
HGFA694CCF06BA5B4B86923625204044B0C1,L4h5hUDaFls
HGFA5EBB496A835349E69BC608BB8ED5ED31,Ib9a0S_T7d0
HGFA89D13029CD6244DAAF10634E09A9D226,4m7BclYL97E
HGFA4C3EF4D4E27E42D5B31572015E65C1C2,5gUxRBE2-CI
HGFA1D3996353DDA440BACF9EF10B8643413,NDq7pnk1g88
HGFA694CCF06BA5B4B86923625204044B0C1,BWa16_gS-6U
HGFA436FE36DA97849BDB646C3927B9AAFB0,WBwr-4JnLIw
HGFAAAA7940966F04B50827B55CB6B0AB96B,MBhmY0v4BmA
HGFAC86AC279DCFC44F6AB3B6C6DBE05F025,FJ5g4yGy2d4
HGFA29B0B66504514360B392E3ED5C105704,E3Mc4ohtFC4
HGFACECB984131144C7FBBD7F427961C73D6,Qyz_2xcbW0I
HGFA93DCE901580B4C37A9C18718C7E56D49,4kVmFsIylCE
HGFA71BDBA3742F844E9B8917055F6636E8E,DpJ0eLpVslg
HGFA7B87519E6BB949FDB036EBAC53A253A9,CarfRf30Xvo
HGFAC5CDC1787E8B440A95C73D331B6AA0B5,7WutA_9IWGM
HGFA34F0B8A6128E4497BF4CF9229B5F90D2,NpGIvljXly0
HGFA89D13029CD6244DAAF10634E09A9D226,0KccGxekCnA
HGFAD69445B1D3B74B379CC27B72D5B10663,0X5VOeTm7lo
HGFAFE365EC59BD24F1BA30A2A59CDA7B3E6,89ftfoS1FOo
HGFA017B485B2C54406DB356809455DB9746,U8E2oB-dDT0
HGFAB2AD18F619FA429C9F5FEBE9AB635D74,B_z2EZcaghk
HGFA590854486F104FA1882FB4646809D175,BVgE8SRp3gY
HGFA28C208E9FB6A4FE682F8A814FE0FD8F0,LPhe4Kt6D6s
HGFAB72E99ACB38B48C88C9589B5ECF966C3,I-usSboGawM
HGFA9E62D452CE9147DBA30F92AFD7B588A8,C0PyvtNPMeI
HGFABA0A5ADA016A4E20ADD290ECCB8B923B,Av4mU-51xCQ
HGFA2257B0CA24F3409E854AF032E13238BB,NrYMnCGujUs
HGFA52133E24ADBE4426B6D346714348AB91,Vjrbg_2AoLM
HGFAD3BD2F4A686246D7A4D4B30C9B9455D9,UuQYz961sAQ
HGFA99530A045AF94A0099080C7275662305,UH6jjGpJATM
HGFAA71E84183AF04D3C9341DF3EB1EAD992,Pae_jE1K6h0
HGFA327CD4DBFB7F4C8B9D1084D228E23243,FIK4_RBOHDI
HGFAC12D4BB8BF41459A8CA15457DE946598,18TTGUlD_8w
